Exams,Probability,Seed,Code Type,N,Time
10,0.32,3749,code2,3,7.000000e-06
10,0.08,1278,code1,2,2.300000e-05
10,0.08,1278,code2,2,5.000000e-06
30,0.32,334,code1,4,4.070000e-04
30,0.32,334,code2,4,1.680000e-04
50,0.04,9665,code1,2,6.511150e-01
50,0.04,9665,code2,2,6.545420e-01
40,0.08,579,code1,3,1.985100e-02
40,0.08,579,code2,3,1.802900e-02
20,0.32,721,code1,4,2.750000e-04
20,0.32,721,code2,4,1.530000e-04
10,0.04,579,code1,2,1.700000e-05
10,0.04,579,code2,2,4.000000e-06
2,0.32,334,code1,1,2.000000e-06
2,0.32,334,code2,2,2.000000e-06
50,0.08,133,code1,3,5.540990e-01
50,0.08,133,code2,3,5.777420e-01
30,0.08,1278,code1,3,1.081000e-03
30,0.08,1278,code2,3,1.011000e-03
10,0.02,8321,code1,2,1.900000e-05
10,0.02,8321,code2,2,7.000000e-06
40,0.04,6930,code1,3,3.072000e-03
40,0.04,6930,code2,3,1.783000e-03
10,0.02,3648,code1,2,1.600000e-05
10,0.02,3648,code2,2,4.000000e-06
20,0.04,3705,code1,2,1.120000e-04
20,0.04,3705,code2,2,1.300000e-05
70,0.02,1278,code1,2,1.531000e-03
70,0.02,1278,code2,2,3.800000e-05
2,0.04,3705,code1,1,3.000000e-06
2,0.04,3705,code2,2,2.000000e-06
20,0.04,5855,code1,3,4.070000e-04
20,0.04,5855,code2,3,4.440000e-04
20,0.16,6489,code1,3,5.900000e-05
20,0.16,6489,code2,3,9.000000e-06
10,0.08,2405,code1,2,1.200000e-05
10,0.08,2405,code2,2,4.000000e-06
30,0.64,2783,code1,9,2.981775e+01
30,0.64,2783,code2,9,3.032144e+01
20,0.08,3749,code1,3,1.320000e-04
20,0.08,3749,code2,3,9.600000e-05
30,0.02,8105,code1,2,1.270000e-04
30,0.02,8105,code2,2,8.000000e-06
60,0.02,8105,code1,2,1.812000e-03
60,0.02,8105,code2,2,1.153000e-03
30,0.04,579,code1,2,4.036000e-03
30,0.04,579,code2,2,5.228000e-03
50,0.02,9806,code1,3,1.966718e+01
50,0.02,9806,code2,3,1.973324e+01
10,0.04,1278,code1,2,1.600000e-05
10,0.04,1278,code2,2,5.000000e-06
10,0.16,721,code1,3,1.700000e-05
10,0.16,721,code2,3,8.000000e-06
20,0.02,2405,code1,2,6.700000e-05
20,0.02,2405,code2,2,1.000000e-05
10,0.02,721,code1,2,2.100000e-05
10,0.02,721,code2,2,5.000000e-06
20,0.32,8105,code1,4,1.690000e-04
20,0.32,8105,code2,4,1.000000e-04
50,0.02,6757,code1,2,4.678000e-03
50,0.02,6757,code2,2,4.223000e-03
60,0.08,334,code1,3,9.736890e-01
60,0.08,334,code2,3,9.685920e-01
10,0.04,6489,code1,2,1.700000e-05
10,0.04,6489,code2,2,5.000000e-06
20,0.04,721,code1,2,6.800000e-05
20,0.04,721,code2,2,1.100000e-05
50,0.04,9544,code1,3,2.883660e-01
50,0.04,9544,code2,3,2.832630e-01
20,0.04,6726,code1,2,4.470000e-04
20,0.04,6726,code2,2,5.050000e-04
10,0.08,3705,code1,2,1.700000e-05
10,0.08,3705,code2,2,2.000000e-06
40,0.04,9544,code1,3,6.322000e-03
40,0.04,9544,code2,3,4.530000e-03
60,0.02,2783,code1,3,1.159050e+00
60,0.02,2783,code2,3,1.157350e+00
70,0.16,4783,code1,5,2.283260e+01
70,0.16,4783,code2,5,2.296223e+01
10,0.16,183,code1,3,1.900000e-05
10,0.16,183,code2,3,1.100000e-05
80,0.02,3648,code1,3,1.901919e+01
80,0.02,3648,code2,3,1.913590e+01
50,0.04,3749,code1,3,2.838710e-01
50,0.04,3749,code2,3,2.830620e-01
2,0.04,6489,code1,1,2.000000e-06
2,0.04,6489,code2,2,2.000000e-06
2,0.32,2275,code1,1,1.000000e-06
2,0.32,2275,code2,2,2.000000e-06
20,0.16,183,code1,3,9.200000e-05
20,0.16,183,code2,3,1.200000e-05
10,0.32,2783,code1,3,2.100000e-05
10,0.32,2783,code2,3,7.000000e-06
2,0.16,334,code1,1,2.000000e-06
2,0.16,334,code2,2,2.000000e-06
40,0.02,4783,code1,2,9.538630e-01
40,0.02,4783,code2,2,9.634030e-01
40,0.16,487,code1,4,1.402990e+00
40,0.16,487,code2,4,1.386766e+00
70,0.02,3749,code1,3,4.584208e+01
70,0.02,3749,code2,3,4.513057e+01
10,0.02,6930,code1,1,2.200000e-05
10,0.02,6930,code2,2,5.000000e-06
20,0.02,8105,code1,1,7.100000e-05
20,0.02,8105,code2,2,1.300000e-05
60,0.04,3749,code1,3,5.839077e+00
60,0.04,3749,code2,3,5.869202e+00
30,0.16,5840,code1,4,5.341700e-02
30,0.16,5840,code2,4,4.934100e-02
2,0.32,4783,code1,1,2.000000e-06
2,0.32,4783,code2,2,2.000000e-06
40,0.04,2405,code1,2,6.479000e-03
40,0.04,2405,code2,2,5.570000e-03
20,0.32,9806,code1,4,2.420000e-04
20,0.32,9806,code2,4,1.740000e-04
30,0.64,3749,code1,9,1.106550e+01
30,0.64,3749,code2,9,1.151706e+01
20,0.02,4783,code1,2,6.700000e-05
20,0.02,4783,code2,2,1.000000e-05
2,0.32,3705,code1,1,2.000000e-06
2,0.32,3705,code2,2,2.000000e-06
30,0.08,5840,code1,3,1.022000e-03
30,0.08,5840,code2,3,1.365000e-03
20,0.64,6194,code1,7,1.186400e-02
20,0.64,6194,code2,7,3.075000e-03
20,0.32,133,code1,4,7.600000e-05
20,0.32,133,code2,4,2.800000e-05
50,0.04,579,code1,3,2.862100e-02
50,0.04,579,code2,3,3.148200e-02
30,0.32,7107,code1,6,1.036727e+01
30,0.32,7107,code2,6,1.042565e+01
70,0.02,5855,code1,2,4.409927e+01
70,0.02,5855,code2,2,4.425094e+01
40,0.08,3749,code1,3,4.774400e-02
40,0.08,3749,code2,3,4.178600e-02
2,0.64,6726,code1,1,2.000000e-06
2,0.64,6726,code2,2,3.000000e-06
2,0.16,6757,code1,1,2.000000e-06
2,0.16,6757,code2,2,2.000000e-06
60,0.04,6930,code1,3,2.518990e-01
60,0.04,6930,code2,3,2.551020e-01
10,0.02,133,code1,2,1.700000e-05
10,0.02,133,code2,2,4.000000e-06
30,0.08,579,code1,3,1.075000e-03
30,0.08,579,code2,3,5.860000e-04
60,0.02,334,code1,2,5.641200e-02
60,0.02,334,code2,2,6.102200e-02
2,0.64,3749,code1,1,1.000000e-06
2,0.64,3749,code2,2,2.000000e-06
10,0.02,6489,code1,2,1.600000e-05
10,0.02,6489,code2,2,4.000000e-06
40,0.04,6573,code1,2,3.410000e-04
40,0.04,6573,code2,2,1.600000e-05
50,0.08,334,code1,3,7.002600e-02
50,0.08,334,code2,3,7.041200e-02
2,0.32,9806,code1,1,3.000000e-06
2,0.32,9806,code2,2,2.000000e-06
2,0.02,334,code1,1,2.000000e-06
2,0.02,334,code2,2,2.000000e-06
40,0.16,5840,code1,4,5.890600e-02
40,0.16,5840,code2,4,6.266300e-02
70,0.04,6573,code1,3,5.368600e-02
70,0.04,6573,code2,3,5.065200e-02
10,0.64,9665,code1,5,2.440000e-04
10,0.64,9665,code2,5,2.450000e-04
30,0.02,7107,code1,2,1.410000e-04
30,0.02,7107,code2,2,2.600000e-05
20,0.16,6757,code1,4,2.594000e-03
20,0.16,6757,code2,4,3.460000e-03
30,0.16,2275,code1,4,5.269700e-02
30,0.16,2275,code2,4,4.606900e-02
20,0.02,7107,code1,2,5.600000e-05
20,0.02,7107,code2,2,6.000000e-06
2,0.04,3749,code1,1,2.000000e-06
2,0.04,3749,code2,2,2.000000e-06
10,0.08,2275,code1,2,2.000000e-05
10,0.08,2275,code2,2,4.000000e-06
2,0.16,183,code1,2,0.000000e+00
2,0.16,183,code2,2,2.000000e-06
30,0.16,6726,code1,4,1.926200e-02
30,0.16,6726,code2,4,1.991300e-02
2,0.32,721,code1,2,1.000000e-06
2,0.32,721,code2,2,3.000000e-06
20,0.32,579,code1,5,4.100000e-03
20,0.32,579,code2,5,4.318000e-03
20,0.32,9665,code1,4,1.538000e-02
20,0.32,9665,code2,4,1.481000e-02
40,0.02,5840,code1,2,3.480000e-04
40,0.02,5840,code2,2,1.800000e-05
2,0.02,3648,code1,1,2.000000e-06
2,0.02,3648,code2,2,2.000000e-06
2,0.64,183,code1,2,0.000000e+00
2,0.64,183,code2,2,1.000000e-06
30,0.04,8105,code1,2,1.570000e-04
30,0.04,8105,code2,2,1.300000e-05
2,0.08,8321,code1,1,3.000000e-06
2,0.08,8321,code2,2,2.000000e-06
20,0.02,183,code1,2,8.700000e-05
20,0.02,183,code2,2,1.100000e-05
50,0.02,6194,code1,2,1.079950e-01
50,0.02,6194,code2,2,1.092430e-01
60,0.02,6930,code1,2,1.014038e+00
60,0.02,6930,code2,2,1.012412e+00
2,0.08,7107,code1,2,0.000000e+00
2,0.08,7107,code2,2,1.000000e-06
90,0.02,5840,code1,3,1.449547e+01
90,0.02,5840,code2,3,1.461842e+01
30,0.04,4783,code1,2,1.260000e-04
30,0.04,4783,code2,2,1.100000e-05
60,0.02,579,code1,2,1.710023e+00
60,0.02,579,code2,2,1.689557e+00
60,0.04,8105,code1,3,4.601700e-02
60,0.04,8105,code2,3,4.280400e-02
10,0.32,2405,code1,3,1.600000e-05
10,0.32,2405,code2,3,7.000000e-06
50,0.04,1278,code1,3,1.949796e+00
50,0.04,1278,code2,3,1.917687e+00
20,0.16,9544,code1,3,7.000000e-05
20,0.16,9544,code2,3,1.900000e-05
30,0.32,721,code1,5,4.084000e-02
30,0.32,721,code2,5,4.136500e-02
10,0.16,7107,code1,3,2.000000e-05
10,0.16,7107,code2,3,1.100000e-05
10,0.04,8105,code1,2,1.600000e-05
10,0.04,8105,code2,2,5.000000e-06
30,0.02,9806,code1,2,1.260000e-04
30,0.02,9806,code2,2,1.100000e-05
50,0.16,6726,code1,4,2.677370e-01
50,0.16,6726,code2,4,2.578050e-01
2,0.02,3401,code1,1,2.000000e-06
2,0.02,3401,code2,2,2.000000e-06
20,0.02,9806,code1,2,8.300000e-05
20,0.02,9806,code2,2,6.000000e-06
40,0.08,5840,code1,3,5.029000e-03
40,0.08,5840,code2,3,2.897000e-03
40,0.02,1278,code1,2,1.327900e-02
40,0.02,1278,code2,2,1.305600e-02
2,0.04,334,code1,1,2.000000e-06
2,0.04,334,code2,2,2.000000e-06
30,0.32,4783,code1,5,3.919200e-02
30,0.32,4783,code2,5,4.549600e-02
50,0.02,2405,code1,2,5.200000e-04
50,0.02,2405,code2,2,1.800000e-05
40,0.08,6930,code1,3,1.162110e+00
40,0.08,6930,code2,3,1.159307e+00
10,0.64,133,code1,6,1.170000e-04
10,0.64,133,code2,6,1.620000e-04
2,0.32,3401,code1,1,2.000000e-06
2,0.32,3401,code2,2,3.000000e-06
2,0.64,9544,code1,2,1.000000e-06
2,0.64,9544,code2,2,2.000000e-06
20,0.08,9544,code1,2,6.900000e-05
20,0.08,9544,code2,2,9.000000e-06
2,0.08,5840,code1,1,2.000000e-06
2,0.08,5840,code2,2,2.000000e-06
2,0.16,579,code1,1,2.000000e-06
2,0.16,579,code2,2,2.000000e-06
20,0.04,9806,code1,3,5.970000e-04
20,0.04,9806,code2,3,3.820000e-04
30,0.32,3648,code1,5,4.906000e-03
30,0.32,3648,code2,5,4.802000e-03
70,0.08,133,code1,4,1.213665e+01
70,0.08,133,code2,4,1.208767e+01
40,0.08,2275,code1,3,1.070000e-03
40,0.08,2275,code2,3,7.230000e-04
20,0.16,3401,code1,3,1.090000e-04
20,0.16,3401,code2,3,3.500000e-05
50,0.04,6194,code1,3,9.300000e-04
50,0.04,6194,code2,3,7.180000e-04
20,0.64,8105,code1,7,7.130000e-03
20,0.64,8105,code2,7,6.915000e-03
30,0.32,9806,code1,5,2.441000e-03
30,0.32,9806,code2,5,3.508000e-03
20,0.08,3705,code1,3,7.300000e-05
20,0.08,3705,code2,3,2.100000e-05
40,0.04,8321,code1,3,2.917000e-03
40,0.04,8321,code2,3,2.552000e-03
2,0.02,2783,code1,1,2.000000e-06
2,0.02,2783,code2,2,2.000000e-06
20,0.64,4783,code1,7,7.684000e-03
20,0.64,4783,code2,7,1.099300e-02
2,0.04,579,code1,1,3.000000e-06
2,0.04,579,code2,2,2.000000e-06
60,0.04,9544,code1,3,5.540000e-02
60,0.04,9544,code2,3,5.346300e-02
30,0.16,6757,code1,3,3.730000e-04
30,0.16,6757,code2,3,2.380000e-04
2,0.08,183,code1,1,2.000000e-06
2,0.08,183,code2,2,1.000000e-06
70,0.16,6930,code1,5,7.649827e+01
70,0.16,6930,code2,5,7.711965e+01
50,0.08,6726,code1,3,2.287500e-02
50,0.08,6726,code2,3,2.241100e-02
20,0.04,2783,code1,2,1.150000e-04
20,0.04,2783,code2,2,7.000000e-05
20,0.04,579,code1,2,8.800000e-05
20,0.04,579,code2,2,6.000000e-06
10,0.08,7107,code1,3,3.100000e-05
10,0.08,7107,code2,3,2.700000e-05
2,0.08,721,code1,1,3.000000e-06
2,0.08,721,code2,2,2.000000e-06
2,0.32,9544,code1,2,1.000000e-06
2,0.32,9544,code2,2,2.000000e-06
40,0.04,4783,code1,3,2.631630e-01
40,0.04,4783,code2,3,2.682730e-01
20,0.64,6489,code1,7,8.475100e-02
20,0.64,6489,code2,7,9.497600e-02
20,0.04,2405,code1,2,1.160000e-04
20,0.04,2405,code2,2,5.200000e-05
50,0.04,5855,code1,3,3.575690e-01
50,0.04,5855,code2,3,3.681870e-01
2,0.04,4783,code1,1,2.000000e-06
2,0.04,4783,code2,2,2.000000e-06
50,0.04,133,code1,3,1.015600e+00
50,0.04,133,code2,3,1.011454e+00
50,0.02,2275,code1,2,5.076610e-01
50,0.02,2275,code2,2,5.034190e-01
20,0.64,2275,code1,7,6.469540e-01
20,0.64,2275,code2,7,6.440380e-01
70,0.02,3401,code1,3,4.311774e+00
70,0.02,3401,code2,3,4.222507e+00
10,0.08,8105,code1,2,1.600000e-05
10,0.08,8105,code2,2,4.000000e-06
30,0.02,4783,code1,2,2.280000e-04
30,0.02,4783,code2,2,1.400000e-05
20,0.02,2275,code1,2,7.000000e-05
20,0.02,2275,code2,2,8.000000e-06
40,0.04,6726,code1,2,7.994000e-03
40,0.04,6726,code2,2,6.179000e-03
2,0.02,7107,code1,1,2.000000e-06
2,0.02,7107,code2,2,1.000000e-06
40,0.16,9665,code1,4,4.335900e-02
40,0.16,9665,code2,4,4.249000e-02
70,0.04,3749,code1,3,3.220900e+00
70,0.04,3749,code2,3,3.208838e+00
10,0.64,6930,code1,5,5.000000e-05
10,0.64,6930,code2,5,4.800000e-05
20,0.16,9806,code1,3,1.140000e-04
20,0.16,9806,code2,3,3.100000e-05
20,0.32,6757,code1,4,8.020000e-04
20,0.32,6757,code2,4,7.410000e-04
2,0.02,4783,code1,1,3.000000e-06
2,0.02,4783,code2,2,1.000000e-06
60,0.02,7107,code1,2,5.897670e-01
60,0.02,7107,code2,2,5.678150e-01
40,0.32,721,code1,6,4.686005e+01
40,0.32,721,code2,6,4.741883e+01
10,0.32,3648,code1,3,1.500000e-05
10,0.32,3648,code2,3,9.000000e-06
10,0.32,6726,code1,3,1.700000e-05
10,0.32,6726,code2,3,6.000000e-06
20,0.64,9665,code1,7,3.701400e-02
20,0.64,9665,code2,7,3.592400e-02
20,0.32,6489,code1,4,1.910000e-04
20,0.32,6489,code2,4,1.430000e-04
20,0.32,6930,code1,5,4.390000e-04
20,0.32,6930,code2,5,4.750000e-04
10,0.02,6194,code1,2,2.200000e-05
10,0.02,6194,code2,2,4.000000e-06
30,0.02,2783,code1,2,2.139000e-03
30,0.02,2783,code2,2,1.508000e-03
50,0.08,9806,code1,3,8.492740e+00
50,0.08,9806,code2,3,3.528057e+00
2,0.04,6930,code1,1,2.000000e-06
2,0.04,6930,code2,2,1.000000e-06
10,0.04,5840,code1,2,2.200000e-05
10,0.04,5840,code2,2,5.000000e-06
2,0.02,133,code1,1,2.000000e-06
2,0.02,133,code2,2,2.000000e-06
40,0.04,487,code1,2,2.612500e-01
40,0.04,487,code2,2,2.618620e-01
40,0.16,183,code1,4,1.699400e-02
40,0.16,183,code2,4,1.623900e-02
50,0.02,6489,code1,3,5.442899e+00
50,0.02,6489,code2,3,5.435246e+00
30,0.02,133,code1,2,1.560000e-04
30,0.02,133,code2,2,1.400000e-05
10,0.02,3749,code1,2,2.000000e-05
10,0.02,3749,code2,2,5.000000e-06
10,0.64,6726,code1,5,4.300000e-05
10,0.64,6726,code2,5,3.800000e-05
30,0.04,3749,code1,2,1.155000e-03
30,0.04,3749,code2,2,7.220000e-04
2,0.04,6573,code1,1,2.000000e-06
2,0.04,6573,code2,2,2.000000e-06
40,0.02,3648,code1,2,2.850000e-04
40,0.02,3648,code2,2,1.700000e-05
60,0.02,133,code1,2,1.642900e-02
60,0.02,133,code2,2,1.523500e-02
80,0.04,721,code1,3,1.098671e+01
80,0.04,721,code2,3,1.105552e+01
10,0.32,4783,code1,3,2.000000e-05
10,0.32,4783,code2,3,1.300000e-05
2,0.64,7215,code1,1,2.000000e-06
2,0.64,7215,code2,2,2.000000e-06
2,0.16,487,code1,1,3.000000e-06
2,0.16,487,code2,2,1.000000e-06
40,0.08,2405,code1,3,2.607000e-03
40,0.08,2405,code2,3,2.282000e-03
20,0.04,5840,code1,2,1.130000e-04
20,0.04,5840,code2,2,1.100000e-05
2,0.08,6573,code1,1,3.000000e-06
2,0.08,6573,code2,2,2.000000e-06
60,0.08,5855,code1,3,2.716417e+01
60,0.08,5855,code2,3,2.628288e+01
40,0.32,487,code1,6,4.422593e+00
40,0.32,487,code2,6,4.451528e+00
70,0.04,183,code1,3,2.372000e-03
70,0.04,183,code2,3,1.195000e-03
30,0.32,5855,code1,5,2.421000e-02
30,0.32,5855,code2,5,2.726000e-02
2,0.02,6757,code1,1,2.000000e-06
2,0.02,6757,code2,2,3.000000e-06
10,0.64,9806,code1,5,4.400000e-05
10,0.64,9806,code2,5,2.700000e-05
2,0.16,1278,code1,2,0.000000e+00
2,0.16,1278,code2,2,2.000000e-06
10,0.02,7215,code1,1,1.600000e-05
10,0.02,7215,code2,2,4.000000e-06
2,0.16,3705,code1,1,2.000000e-06
2,0.16,3705,code2,2,2.000000e-06
40,0.04,334,code1,2,5.480000e-03
40,0.04,334,code2,2,5.581000e-03
2,0.64,4783,code1,1,2.000000e-06
2,0.64,4783,code2,2,2.000000e-06
2,0.64,9665,code1,2,1.000000e-06
2,0.64,9665,code2,2,2.000000e-06
20,0.32,2783,code1,4,2.410000e-04
20,0.32,2783,code2,4,1.430000e-04
40,0.04,6757,code1,3,3.906000e-03
40,0.04,6757,code2,3,2.363000e-03
20,0.08,5840,code1,3,1.060000e-04
20,0.08,5840,code2,3,5.100000e-05
20,0.04,6194,code1,2,8.200000e-05
20,0.04,6194,code2,2,2.800000e-05
40,0.32,6930,code1,5,1.210185e+00
40,0.32,6930,code2,5,1.230357e+00
10,0.64,3648,code1,5,2.100000e-05
10,0.64,3648,code2,5,2.100000e-05
30,0.02,7215,code1,2,2.010000e-04
30,0.02,7215,code2,2,1.400000e-05
10,0.32,5840,code1,3,2.300000e-05
10,0.32,5840,code2,3,1.100000e-05
30,0.08,6573,code1,3,1.119000e-03
30,0.08,6573,code2,3,1.088000e-03
60,0.04,334,code1,3,6.739000e-03
60,0.04,334,code2,3,3.479000e-03
30,0.32,487,code1,5,9.018000e-03
30,0.32,487,code2,5,7.655000e-03
30,0.08,9806,code1,3,1.740000e-04
30,0.08,9806,code2,3,4.300000e-05
30,0.02,721,code1,2,2.050000e-04
30,0.02,721,code2,2,1.800000e-05
40,0.08,8321,code1,3,1.930765e+00
40,0.08,8321,code2,3,1.937952e+00
70,0.04,2405,code1,3,3.802130e-01
70,0.04,2405,code2,3,3.771250e-01
30,0.08,3705,code1,3,1.409000e-03
30,0.08,3705,code2,3,8.270000e-04
30,0.16,9544,code1,4,1.241400e-02
30,0.16,9544,code2,4,1.494700e-02
30,0.16,8321,code1,4,6.610000e-04
30,0.16,8321,code2,4,5.890000e-04
30,0.32,5840,code1,5,2.436190e-01
30,0.32,5840,code2,5,2.441680e-01
60,0.08,579,code1,3,1.993000e-03
60,0.08,579,code2,3,8.100000e-04
60,0.08,4783,code1,4,1.383919e+01
60,0.08,4783,code2,4,1.371453e+01
50,0.08,4783,code1,3,1.403838e+00
50,0.08,4783,code2,3,1.393903e+00
20,0.16,4783,code1,3,1.100000e-04
20,0.16,4783,code2,3,6.700000e-05
40,0.08,6757,code1,3,6.550000e-04
40,0.08,6757,code2,3,3.980000e-04
2,0.04,6726,code1,1,2.000000e-06
2,0.04,6726,code2,2,3.000000e-06
80,0.04,2405,code1,3,2.365027e+00
80,0.04,2405,code2,3,2.352934e+00
10,0.04,9544,code1,2,1.700000e-05
10,0.04,9544,code2,2,5.000000e-06
30,0.04,9544,code1,3,3.852000e-03
30,0.04,9544,code2,3,4.722000e-03
30,0.08,5855,code1,3,7.226100e-02
30,0.08,5855,code2,3,7.433600e-02
40,0.02,7107,code1,2,1.783300e-02
40,0.02,7107,code2,2,2.229400e-02
10,0.16,6757,code1,3,1.500000e-05
10,0.16,6757,code2,3,5.000000e-06
20,0.64,6573,code1,8,7.743900e-02
20,0.64,6573,code2,8,7.955800e-02
10,0.32,2275,code1,3,1.600000e-05
10,0.32,2275,code2,3,6.000000e-06
20,0.08,334,code1,3,6.400000e-05
20,0.08,334,code2,3,2.300000e-05
20,0.32,9544,code1,4,2.690000e-04
20,0.32,9544,code2,4,1.630000e-04
40,0.32,1278,code1,6,4.404629e+00
40,0.32,1278,code2,6,4.446641e+00
20,0.04,183,code1,2,8.000000e-05
20,0.04,183,code2,2,1.000000e-05
40,0.16,8321,code1,4,6.785000e-02
40,0.16,8321,code2,4,6.704800e-02
20,0.16,7215,code1,3,6.100000e-05
20,0.16,7215,code2,3,1.800000e-05
40,0.02,133,code1,2,2.890000e-04
40,0.02,133,code2,2,3.000000e-05
40,0.16,3648,code1,4,5.968880e-01
40,0.16,3648,code2,4,2.654260e-01
40,0.08,334,code1,3,2.552300e-02
40,0.08,334,code2,3,2.292600e-02
50,0.04,9806,code1,3,5.600607e+00
50,0.04,9806,code2,3,5.651619e+00
50,0.02,3705,code1,2,4.737600e-01
50,0.02,3705,code2,2,4.825140e-01
20,0.08,8321,code1,3,9.100000e-05
20,0.08,8321,code2,3,1.200000e-05
40,0.08,7215,code1,3,1.839890e-01
40,0.08,7215,code2,3,1.816510e-01
40,0.16,2783,code1,4,7.850000e-03
40,0.16,2783,code2,4,5.565000e-03
60,0.16,8321,code1,5,5.998600e+01
60,0.16,8321,code2,5,6.013713e+01
2,0.02,2275,code1,1,3.000000e-06
2,0.02,2275,code2,2,3.000000e-06
30,0.64,9665,code1,9,2.687242e+01
30,0.64,9665,code2,9,2.751120e+01
2,0.02,5840,code1,1,2.000000e-06
2,0.02,5840,code2,2,2.000000e-06
40,0.32,8321,code1,6,5.574175e+00
40,0.32,8321,code2,6,5.657570e+00
30,0.16,6194,code1,4,3.748600e-02
30,0.16,6194,code2,4,3.548900e-02
10,0.08,334,code1,2,1.600000e-05
10,0.08,334,code2,2,6.000000e-06
30,0.08,6726,code1,3,4.920000e-04
30,0.08,6726,code2,3,3.020000e-04
40,0.04,579,code1,3,5.898950e-01
40,0.04,579,code2,3,5.960820e-01
20,0.08,133,code1,2,7.400000e-05
20,0.08,133,code2,2,1.400000e-05
10,0.64,5840,code1,5,3.800000e-05
10,0.64,5840,code2,5,2.800000e-05
60,0.02,1278,code1,2,1.263683e+01
60,0.02,1278,code2,2,1.265089e+01
10,0.32,6757,code1,3,2.000000e-05
10,0.32,6757,code2,3,7.000000e-06
10,0.32,6194,code1,4,2.300000e-05
10,0.32,6194,code2,4,1.600000e-05
10,0.04,8321,code1,2,2.400000e-05
10,0.04,8321,code2,2,5.000000e-06
30,0.08,9665,code1,3,8.820000e-04
30,0.08,9665,code2,3,7.860000e-04
20,0.08,4783,code1,2,6.800000e-05
20,0.08,4783,code2,2,8.000000e-06
50,0.08,3648,code1,3,9.727920e-01
50,0.08,3648,code2,3,9.645490e-01
20,0.32,3648,code1,4,4.890000e-04
20,0.32,3648,code2,4,4.170000e-04
10,0.08,3401,code1,2,2.500000e-05
10,0.08,3401,code2,2,9.000000e-06
20,0.02,3749,code1,2,6.900000e-05
20,0.02,3749,code2,2,8.000000e-06
80,0.02,5840,code1,3,9.084130e-01
80,0.02,5840,code2,3,9.036940e-01
40,0.16,6489,code1,4,1.543690e-01
40,0.16,6489,code2,4,1.534250e-01
30,0.16,487,code1,4,2.807000e-03
30,0.16,487,code2,4,4.210000e-03
30,0.16,334,code1,3,2.190000e-04
30,0.16,334,code2,3,1.020000e-04
60,0.08,8321,code1,4,6.949630e+01
60,0.08,8321,code2,4,6.925441e+01
2,0.64,579,code1,2,0.000000e+00
2,0.64,579,code2,2,3.000000e-06
20,0.64,6726,code1,8,6.135810e-01
20,0.64,6726,code2,8,6.311840e-01
2,0.16,8321,code1,1,2.000000e-06
2,0.16,8321,code2,2,2.000000e-06
10,0.16,1278,code1,3,1.900000e-05
10,0.16,1278,code2,3,5.000000e-06
30,0.04,6757,code1,3,4.524000e-03
30,0.04,6757,code2,3,5.027000e-03
20,0.08,6757,code1,3,4.030000e-04
20,0.08,6757,code2,3,5.300000e-04
20,0.64,133,code1,7,6.305400e-02
20,0.64,133,code2,7,6.214900e-02
20,0.32,5855,code1,4,7.370000e-04
20,0.32,5855,code2,4,7.650000e-04
50,0.02,6726,code1,2,1.987000e-03
50,0.02,6726,code2,2,1.053000e-03
10,0.08,9544,code1,3,3.100000e-05
10,0.08,9544,code2,3,1.300000e-05
10,0.32,7107,code1,4,6.200000e-05
10,0.32,7107,code2,4,5.400000e-05
40,0.08,6194,code1,3,2.550000e-03
40,0.08,6194,code2,3,1.298000e-03
10,0.16,5855,code1,3,2.100000e-05
10,0.16,5855,code2,3,9.000000e-06
50,0.04,6573,code1,3,6.432000e-02
50,0.04,6573,code2,3,5.562400e-02
40,0.16,9544,code1,4,1.726000e-01
40,0.16,9544,code2,4,1.700330e-01
20,0.32,4783,code1,4,3.114000e-03
20,0.32,4783,code2,4,1.967000e-03
30,0.04,9806,code1,2,3.630000e-04
30,0.04,9806,code2,2,1.780000e-04
30,0.04,3705,code1,2,2.307000e-03
30,0.04,3705,code2,2,3.148000e-03
70,0.02,9806,code1,2,9.881834e+01
10,0.04,6726,code1,2,1.600000e-05
10,0.04,6726,code2,2,5.000000e-06
2,0.02,3749,code1,1,2.000000e-06
2,0.02,3749,code2,2,2.000000e-06
10,0.04,7107,code1,2,1.600000e-05
10,0.04,7107,code2,2,3.000000e-06
50,0.08,7107,code1,4,1.235175e+00
50,0.08,7107,code2,4,1.220326e+00
2,0.64,6489,code1,1,2.000000e-06
2,0.64,6489,code2,2,3.000000e-06
70,0.08,6930,code1,4,2.360410e+01
70,0.08,6930,code2,4,2.340780e+01
90,0.02,487,code1,3,6.073960e+00
90,0.02,487,code2,3,6.177523e+00
2,0.08,2405,code1,1,2.000000e-06
2,0.08,2405,code2,2,2.000000e-06
20,0.16,8321,code1,3,8.600000e-05
20,0.16,8321,code2,3,1.300000e-05
20,0.04,133,code1,2,6.800000e-05
20,0.04,133,code2,2,9.000000e-06
10,0.32,6573,code1,4,4.100000e-05
10,0.32,6573,code2,4,3.300000e-05
30,0.02,5840,code1,2,1.980000e-04
30,0.02,5840,code2,2,1.400000e-05
30,0.64,9806,code1,9,7.346056e+01
30,0.64,9806,code2,9,7.493090e+01
2,0.16,9806,code1,1,3.000000e-06
2,0.16,9806,code2,2,2.000000e-06
10,0.64,9544,code1,5,6.500000e-05
10,0.64,9544,code2,5,8.200000e-05
30,0.16,2405,code1,4,3.766000e-03
